Value,Id
26.16012822706606,0
32.078370809904314,1
29.058239981936364,2
27.584222701427215,3
28.890289671732543,4
37.67208328162012,5
32.14044935805302,6
26.794752746403883,7
38.449467310841804,8
31.673526305451748,9
29.130055090868282,10
32.3998935659496,11
28.174120643809935,12
25.317044753586188,13
28.226437604680925,14
32.38970484137419,15
29.672054022917365,16
23.803022338733964,17
38.0334394911077,18
26.19333736246395,19
29.66715202751517,20
28.637013149704394,21
28.193954531310627,22
23.17214174205442,23
31.440027524506085,24
31.92479149481166,25
27.82080137340582,26
32.917485584692386,27
31.792985709984293,28
37.91217078424597,29
27.33485691730076,30
26.60872698552728,31
26.748125487444028,32
26.381529391819026,33
29.820392021045816,34
23.853051121189402,35
34.992609888790895,36
28.823203923461683,37
24.34525850449444,38
30.971512177743723,39
31.060845365167985,40
23.73221691267921,41
28.9267633601719,42
35.98723467941208,43
31.923880230092387,44
26.53379805711331,45
25.867586901431498,46
27.7893230375117,47
29.542824826491994,48
25.21117139198861,49
35.48730860542345,50
28.683208079560227,51
26.572071018107238,52
31.38157847673799,53
27.450281093795542,54
27.893805149038503,55
28.031768956520494,56
29.47192275697009,57
37.835862491308156,58
29.492982053142075,59
25.796317945996172,60
30.39756350341076,61
26.636008671572576,62
30.977150015541334,63
34.57621207735353,64
30.957576438995666,65
28.65099642847744,66
28.55082647415859,67
31.71514241934372,68
32.84759044569952,69
25.78782611781733,70
38.245399139592266,71
30.40659400054136,72
29.412458725182063,73
36.46222494528419,74
29.62798878383495,75
29.616557763502612,76
37.797041908434394,77
36.44694032074201,78
27.20898537864715,79
27.559902973416982,80
29.277353680895484,81
28.817000847169105,82
29.435114918152507,83
34.894445354250976,84
31.18231557963539,85
33.4996118733575,86
29.13925978086067,87
31.69471281725029,88
28.84079662257081,89
40.84825409309401,90
33.735220692188165,91
29.767427615715036,92
24.80965938454173,93
27.518653238949344,94
28.899796148162775,95
35.824372556375984,96
33.932333807661806,97
34.285911779834436,98
31.17467596679272,99
29.545630628223602,100
30.657985360614347,101
33.46336603631289,102
25.242863238281284,103
26.239889148892896,104
28.094524931973986,105
30.96019805395962,106
31.021193059313966,107
29.067687480527614,108
38.49308814563514,109
29.501473698613474,110
34.98021492300608,111
25.766025084497265,112
35.32579645300647,113
26.0047628706646,114
30.91532437085861,115
27.258364358532546,116
35.11674727729288,117
30.2407128625188,118
30.045966601853394,119
26.688489514254428,120
30.579947012116513,121
25.65185428831147,122
30.145281447272662,123
33.963790516456804,124
32.033770319766404,125
36.74937023022054,126
27.268092705119,127
29.929698163318886,128
29.558886644394565,129
36.65579548448567,130
28.428678717787477,131
27.49726553474919,132
33.54190988054668,133
32.442615893053805,134
30.627592919730887,135
28.788787893669536,136
31.201159173693547,137
26.73488502391188,138
27.296481512535973,139
32.476862686168005,140
23.315688870349522,141
37.05795145234053,142
29.46317081697103,143
29.880433891978402,144
30.41197182680004,145
27.75214010313879,146
26.204375127365562,147
30.17901804625271,148
37.10419370997184,149
28.99753173237696,150
34.85103022698155,151
26.811953215668154,152
35.99524916474095,153
29.302027184837762,154
26.63337921731524,155
34.98434028876302,156
29.766213144689395,157
30.339075694503908,158
30.030008963389225,159
31.412530444944245,160
26.456345860927915,161
34.508453656140546,162
22.480157742166433,163
28.38033813009608,164
25.08696016766215,165
27.751778954405,166
31.576489854602542,167
31.576752389363143,168
28.59621952474371,169
22.562319508569278,170
27.953742605298537,171
33.82440063601731,172
30.786948381862743,173
26.941837443714647,174
27.912888773546587,175
33.9154342400915,176
29.78653880512904,177
34.18971299196153,178
29.428667240000014,179
33.717725130152274,180
40.611264936767576,181
33.9161780214433,182
22.579557689803362,183
28.629704243555008,184
33.622019585844356,185
32.581757362990516,186
32.987323143527135,187
36.21620193802067,188
30.620955730906662,189
33.20227893048603,190
34.65686872737962,191
34.65328185875951,192
25.046383315690658,193
35.3751150941398,194
35.306082328449655,195
29.080383232505618,196
29.966016499200673,197
33.98470730901524,198
28.47252936196441,199
32.28333033152019,200
32.85136185295308,201
34.11849209766204,202
30.70505331843724,203
35.13330809602893,204
29.031012697619783,205
22.489043760224757,206
34.97622580069763,207
35.12560284481947,208
26.893613509627023,209
30.623254490868753,210
31.34372850319503,211
32.06327456639741,212
32.04606628195527,213
36.84685748297161,214
27.268772023857455,215
32.580412063933025,216
36.681112911420875,217
32.99438924415427,218
28.210992244543053,219
30.439872690612642,220
34.72325397054198,221
28.678457091143883,222
30.170729970933635,223
31.05366307274531,224
32.592077565559414,225
31.385076521981297,226
28.18537656288414,227
30.6280693009611,228
26.87481590571092,229
32.52309496005243,230
23.43602060023655,231
32.44198467253805,232
33.988203103535916,233
38.160336910656,234
26.32225037471301,235
27.231503083544247,236
30.576430644085356,237
28.9804822440833,238
37.67507196217885,239
34.19588941967557,240
29.83636682531034,241
30.618172825688823,242
32.9826158352067,243
28.143140072975687,244
30.150527514660833,245
27.4802322608001,246
24.229397726977236,247
30.45775586765429,248
23.15797058736286,249
28.334161374940273,250
29.475264682927225,251
30.969914237551087,252
28.62268088980534,253
34.8141906411727,254
29.092032136407376,255
27.91206149505487,256
29.093719076304875,257
27.963966111052393,258
36.60262197031082,259
33.12431807658614,260
31.324221775544203,261
30.729324902351024,262
29.94751097828531,263
35.96446775586226,264
25.670770204936595,265
31.504070012219557,266
31.525789753081632,267
31.807067325838446,268
28.665014181742983,269
21.348824016635188,270
31.590646045275225,271
34.065649261160544,272
32.510866355985485,273
31.668901233018026,274
27.460468662488946,275
30.351501507160865,276
31.19859082526107,277
28.408334631749977,278
28.494833498031973,279
31.075316461215245,280
30.115566972297376,281
29.14141109331308,282
34.16167979986422,283
24.741447891348102,284
29.53084355448948,285
26.665873912762347,286
36.86755028254948,287
29.00219742592489,288
42.09897310285601,289
33.22610992511628,290
31.450410433983983,291
33.027686128947686,292
25.702300934544628,293
29.423935054401056,294
29.396928238441355,295
30.947755895527656,296
31.02863819037357,297
27.411276410605723,298
26.148335133018662,299
36.799326654141936,300
30.751444237771715,301
28.86863753951388,302
33.18848892449864,303
28.3136448430473,304
27.469962493791453,305
31.855239581632958,306
33.21802074505712,307
30.334754526706778,308
31.047720360143927,309
31.487975134335052,310
32.22003062205065,311
35.82187766749871,312
28.267282222214806,313
32.91340357219684,314
35.08563756127742,315
28.243429955270084,316
34.5747986713333,317
30.608836790997756,318
27.79842485830665,319
31.23246430129703,320
28.876059868892952,321
35.13035052335996,322
34.13782632090647,323
33.15314400583827,324
36.688735232609005,325
35.83264062164113,326
28.40340935795847,327
33.408089358247224,328
27.654950343500882,329
35.402466043109385,330
27.61373788599178,331
33.56870539780519,332
29.07836144042007,333
31.013535609222657,334
30.088704455726432,335
22.62989831597582,336
30.343705871995503,337
33.89202904953832,338
28.02938318918475,339
28.072926234156796,340
30.639944594764867,341
28.532966563679615,342
27.33227760192788,343
32.33099615700441,344
25.1777332912049,345
30.358667265936166,346
35.435488384367176,347
30.051754250901165,348
33.20100040176254,349
31.948867833130063,350
33.30392439692803,351
32.47190835707542,352
26.36730188904866,353
29.028054480172464,354
31.41296516669527,355
37.31021945206808,356
27.163774786934763,357
32.34139201749401,358
28.725413774920582,359
32.419593831507704,360
29.862438323401918,361
34.49170373971606,362
30.97351709781017,363
28.88441459014051,364
31.63733423032711,365
31.743048439284983,366
26.059260781283264,367
39.10393999960817,368
33.36622382028866,369
29.683243657489612,370
25.34090058085787,371
30.14665804319715,372
32.969720813913604,373
30.465516192787526,374
25.376606413345392,375
33.824549563324446,376
30.19124867877092,377
25.519930083975943,378
29.61365428783469,379
26.276634848781956,380
27.46743085747797,381
27.88809660833236,382
30.233566188745282,383
33.629059085156634,384
33.85015026924555,385
24.926365704779528,386
26.549741660840134,387
35.16838176702834,388
26.422094897789094,389
30.007608631607656,390
35.92360469476138,391
24.800640960359836,392
27.35480692321191,393
30.293521212343475,394
35.55437779589502,395
33.9369355206806,396
34.841836765629964,397
25.484386009580394,398
28.047381197226493,399
26.011398286738448,400
27.480821204454422,401
31.65074367894499,402
32.375261482960525,403
34.92092616367731,404
26.170336091037985,405
32.44676274352082,406
28.539481462633802,407
27.071435447275757,408
34.35325256609874,409
39.623759879187034,410
28.702778811680716,411
27.302695830567664,412
30.87358388982897,413
25.387326286011493,414
26.726550931551717,415
28.503933047404757,416
28.79386825885993,417
30.77930877492247,418
37.54857598588788,419
34.5594155736868,420
31.647102655148885,421
30.109425083685483,422
22.539600153229834,423
32.89448446627843,424
28.589435854857797,425
22.5450931446819,426
37.78676795265927,427
30.783056531288267,428
30.859709339189088,429
24.685708251131363,430
33.05448491315581,431
30.92981483892916,432
34.961424695086954,433
30.21032570300183,434
32.27835398246741,435
32.15485523122342,436
30.064453656529068,437
29.27860062465694,438
25.200610140237323,439
31.202762684140893,440
28.869006745893756,441
29.64260190071211,442
37.578234970226546,443
30.93959467079602,444
31.242936572977612,445
29.866714558540977,446
33.44100417407698,447
26.751882538331778,448
32.974264860689054,449
30.97707205747615,450
29.51780705896264,451
32.468512613175484,452
27.332517897454327,453
33.79032767772769,454
32.815164994493344,455
23.800744503583598,456
28.444522621036228,457
27.13023329647507,458
34.57007795273001,459
37.40559931057017,460
36.347669219489916,461
30.548166258275444,462
31.729970558123387,463
25.856488654854147,464
31.03426614503556,465
41.74073705422066,466
27.9665385482165,467
29.77957119556079,468
28.693954902205544,469
24.655344804112467,470
26.596685780294717,471
28.50327896418454,472
25.316924557988376,473
30.37157053049804,474
38.51731482405355,475
41.50444525229206,476
27.6064822529774,477
30.529352100554775,478
24.563593187998737,479
31.560226660138767,480
31.67837119420406,481
23.96480057110445,482
25.939122640496265,483
22.739854149998806,484
27.50693656404918,485
30.498607744003948,486
31.18886645170717,487
29.62589759499401,488
31.623786120482297,489
30.66616300208451,490
29.05423561886578,491
27.272475140193666,492
33.42030400385713,493
33.11598136773432,494
30.700749677512718,495
25.34163156548613,496
36.86655901044139,497
35.68257338895704,498
30.99095036829158,499
34.76176616142466,500
31.970661907500705,501
25.65104438682779,502
27.52771519057781,503
27.801118900372288,504
31.915957534571337,505
32.48842223745659,506
34.40809430074316,507
31.455412313837325,508
39.80714358740536,509
24.925130593759583,510
23.955959464824453,511
32.11085345188266,512
25.711157134634085,513
31.92388232165995,514
27.263376571860334,515
24.728279973334548,516
25.516776818930882,517
31.16467731012256,518
30.768708212199858,519
29.34786168862628,520
32.077491229058566,521
33.96384823885284,522
34.197120092751334,523
33.281023337445724,524
27.559310540377634,525
34.61853735318212,526
27.365248632959382,527
31.25465827599461,528
28.61223801623833,529
30.395198791924933,530
31.249438813129878,531
37.34079519797601,532
35.34165865701325,533
27.357936045916198,534
29.690992600496102,535
31.16737859599451,536
30.638181181562693,537
26.28460474623962,538
33.90599930422101,539
33.59138913400275,540
30.454859660632252,541
33.135632266476364,542
23.78238569838277,543
33.73600703167605,544
27.318592994632425,545
33.82429692912082,546
